DimItem_ItemCode_,DimItem_BPItemCode_,DimItem_ItemDesc_,ItemCategory,ItemGroupCode,ItemGroupDesc,ProductFamilyCode,ProductFamilyDesc,ItemModelGroupCode,OrigCountryRegionId,ItemModelGroupDesc,Sub_Brand,PackagingGroupCode,Grade,UnitCode_Sales,TaxItemGroupCode_Sales,CaseVolume,ContainerVolume,PackSize,PackagingQty,Pkg_or_Bulk,ProductStatus,DimItem_IsPFLItem_,DimItem_CreatedDateTime_,DimItem_ModifiedDateTime_
0001100,GTX5W30BK,"CASTROL GTX 5W30, BULK",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,8/1/2024 12:06:00 PM
0001100R,GTX5W30BK,"CASTROL GTX 5W30, BULK",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,1/27/2026 10:55:00 AM
0001100RBL,0001100RBL,GTX 5W30 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Active,False,11/1/2023 2:48:00 PM,1/27/2026 10:55:00 AM
0001105,GTX5W30DR,"CASTROL GTX 5W30, 205L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,DRUM,5W30,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001110,0001110,"CASTROL GTX 5W30, 20L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,PAIL,5W30,PL,EHCPC,20,20,PACK,1,Package,Active,False,3/28/2021 11:32:00 AM,5/7/2024 10:53:00 PM
0001114,0001114,"Castrol GTX 5W30, 1X52L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,,Non Synthetic Motor Oil,GTX,KEG,5W30,KE,EHCPC_KE55,52,52,PACK,1,Package,Active,False,6/11/2025 11:30:00 AM,10/14/2025 9:52:00 AM
0001131,OBSOLETEGTX5W30CA,OBSOLETE - Castrol GTX 5W30 3X4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,12,4,,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/15/2019 8:30:00 AM
0001138,GTX5W30CA,"CASTROL GTX 5W30, 6X1L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W30,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:20:00 PM,7/18/2023 3:43:00 PM
000113A,GTX5W30CA,"CASTROL GTX 5W30, 3x5L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,1/27/2026 10:55:00 AM
000113AE,GTX5W30DRP,OBSOLETE Castrol GTX 5W30 Costco DRP - 3 Layer,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,,Non Synthetic Motor Oil,GTX,DRP,5W30,PLT,EHCPC,480,5,PACK,96,Package,Obsolete,False,12/14/2016 2:34:00 PM,3/31/2022 6:19:00 PM
000113B,GTX5W30CA,Castrol GTX 5W30 4x5 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,5W30,CA,EHCPC,20,5,,4,Package,Active,False,12/14/2016 2:36:00 PM,3/13/2023 9:01:00 AM
000113BEOP3,000113BEOP3,Service Fee - Castrol GTX 5W30 3 Layer DRP,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,,Third Party Sub-Contracting,,PALLET,,PLT,ALLTAX,480,480,,1,Package,Active,False,12/14/2016 2:37:00 PM,9/2/2021 4:30:00 AM
0001142,GTX5W30CA,"CASTROL GTX 5W30, 12x1L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001142C,GTX5W30CA,PROMO - Castrol GTX 5W30 12x1L CASE,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,12/11/2023 3:34:00 PM
0001142X,OBSPROMOGTX5W30CA,OBSOLETE PROMO - Castrol GTX 5W30 12x1 (Heritage Case),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,12,1,,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/15/2019 8:30:00 AM
0001159,0001159,OBSOLETE - Castrol GTX Ultraclean 5W30 1X18.93L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,PAIL,5W30,PL,EHCPC,18.93,18.93,PACK,1,Package,Obsolete,False,10/21/2020 12:12:00 PM,4/1/2021 2:05:00 PM
0001189,GTX5W30CA,Obsolete Castrol GTX 5W30 3X4.4L (15A675),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W30,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,1/11/2024 11:47:00 AM
0001200,OBSGTX10W40BK,OBSOLETE - Castrol GTX 10W40 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:20:00 PM,5/17/2021 11:00:00 AM
0001200R,GTX10W40BK,Castrol GTX 10W40 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,10W40,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0001200RBL,0001200RBL,GTX 10W40 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Active,False,11/1/2023 4:45:00 PM,1/27/2026 10:55:00 AM
0001205,GTX10W40DR,Castrol GTX 10W40 1X205L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,DRUM,10W40,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,9/25/2014 9:22:00 AM,5/7/2024 10:52:00 PM
0001231,OBSOLETECastrolGTX10,OBSOLETE - Castrol GTX 10w40 3x4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,12,4,,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/15/2019 8:32:00 AM
000123A,GTX10W40CA,Castrol GTX 10W40 3X5 L (14A63E),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W40,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,9/27/2024 4:15:00 PM
0001242,GTX10W40CA,Castrol GTX 10W40 12X1L (14A50D),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W40,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001289,GTX10W40CA,OBSOLETE - Castrol GTX 10W40 3X4.4L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W40,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/15/2019 8:32:00 AM
0001300,GTX10W30BK,Castrol GTX 10W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,10W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,5/17/2021 11:00:00 AM
0001300R,GTX10W30BK,Castrol GTX 10W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,10W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,1/27/2026 10:55:00 AM
0001300RBL,0001300RBL,GTX 10W30 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Active,False,11/1/2023 3:42:00 PM,1/27/2026 10:55:00 AM
0001305,GTX10W30DR,Castrol GTX 10W30 1X205 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,DRUM,10W30,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001310,0001310,OBSOLETE -GTX 10W30 1X20L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,PAIL,10W30,PL,EHCPC,20,20,PACK,1,Package,Obsolete,False,3/28/2021 11:52:00 AM,8/26/2022 10:04:00 AM
0001331,OBSOLETECastrolGTX10,OBSOLETE - Castrol GTX 10W30 3X4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,12,4,,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 11:21:00 AM
000133A,GTX10W30CA,Castrol GTX 10W30 3X5 L (14A63F),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,1/27/2026 10:55:00 AM
0001342,GTX10W30CA,Castrol GTX 10W30 12X1L (14A511),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W30,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001342C,GTX10W30CA,PROMO - Castrol GTX 10W30 12x1 L CASE,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W30,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,12/11/2023 3:35:00 PM
0001342X,OBSPROMOGTX10W30CA,OBSOLETE PROMO - Castrol GTX 10W30 12x1 (Heritage Case),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,12,1,,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 11:21:00 AM
0001359,0001359,OBSOLETE - Castrol GTX 10W30 1X18.93L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,PAIL,10W30,PL,EHCPC,18.93,18.93,PACK,1,Package,Obsolete,False,10/21/2020 12:34:00 PM,4/1/2021 8:48:00 AM
0001389,GTX10W30CA,Obsolete Castrol GTX 10W30 3X4.4L (15A077),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,10W30,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,1/11/2024 11:45:00 AM
0001400,OBSOLETECastrolGTX20,OBSOLETE - Castrol GTX 20W50 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:20:00 PM,5/17/2021 11:00:00 AM
0001400R,GTX20W50BK,Castrol GTX 20W50 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,20W50,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
000143A,GTX20W50CA,Castrol GTX 20W50 3X5 L (14A640),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,20W50,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,9/27/2024 4:16:00 PM
0001442,GTX20W50CA,Castrol GTX 20W50 12X1 L (14A513),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,20W50,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001489,OBSGTX20W50CA,OBSOLETE - Castrol GTX 20W50 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,20W50,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001500,GTX5W20BK,"CASTROL GTX 5W20, BULK",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,8/2/2023 4:12:00 PM
0001500R,GTX5W20BK,"CASTROL GTX 5W20, BULK",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,1/27/2026 10:55:00 AM
0001500RBL,0001500RBL,GTX 5W20 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Active,False,11/1/2023 2:38:00 PM,1/27/2026 10:55:00 AM
0001505,0001505,"CASTROL GTX 5W20, 205L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,DRUM,5W20,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,5/29/2019 12:01:00 PM,6/11/2025 11:38:00 AM
0001506,GTX5W20DR,Obsolete - Castrol GTX Ultraclean 5W20 1X208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,DRUM,5W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,1/29/2020 2:59:00 PM
0001510,0001510,"CASTROL GTX 5W20, 20L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,PAIL,5W20,PL,EHCPC,20,20,PACK,1,Package,Active,False,3/28/2021 11:12:00 AM,5/7/2024 10:53:00 PM
0001514,0001514,"Castrol GTX 5W20, 1X52L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,,Non Synthetic Motor Oil,GTX,KEG,5W30,KE,EHCPC_KE55,52,52,PACK,1,Package,Active,False,6/11/2025 11:29:00 AM,10/14/2025 9:52:00 AM
0001538,GTX5W20CA,Castrol GTX 5W20 6x1 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W20,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:20:00 PM,7/18/2023 3:44:00 PM
000153A,GTX5W20CA,"CASTROL GTX 5W20, 3x5L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,1/27/2026 10:55:00 AM
000153AE,GTX5W20DRP,OBSOLETE Castrol GTX 5W20 Costco DRP - 3 Layer,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,,Non Synthetic Motor Oil,GTX,DRP,5W20,PLT,EHCPC,480,5,PACK,96,Package,Obsolete,False,4/26/2017 11:51:00 AM,5/17/2021 11:00:00 AM
000153B,GTX5W20CA,OBSOLETE -Castrol GTX 5W20 4x5 L,,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,20,5,,4,Package,Obsolete,False,4/26/2017 11:51:00 AM,8/26/2022 10:05:00 AM
000153BEOP3,000153BEOP3,Service Fee - Castrol GTX 5W20 3 Layer DRP,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,,Third Party Sub-Contracting,,PALLET,,PLT,ALLTAX,480,480,,1,Package,Active,False,4/26/2017 11:51:00 AM,9/2/2021 4:30:00 AM
0001542,GTX5W20CA,"CASTROL GTX 5W20, 12x1L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W20,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001542C,GTX5W20CA,PROMO - Castrol GTX 5W20 12x1 L CASE,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W20,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,12/11/2023 3:36:00 PM
0001542X,GTX5W20CA,OBSOLETE PROMO - Castrol GTX 5W20 12x1 (Heritage Case),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,,CASE,,CA,EHCPC,12,1,,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001559,0001559,OBSOLETE - Castrol GTX Ultraclean 5W20 1X18.93L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,PAIL,5W20,PL,EHCPC,18.93,18.93,PACK,1,Package,Obsolete,False,10/21/2020 11:28:00 AM,4/1/2021 2:05:00 PM
0001589,GTX5W20CA,Obsolete Castrol GTX 5W20 3X4.4L (15A6A2),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,5W20,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,1/11/2024 11:46:00 AM
0001600,GTXHIGHMIL5W30BK,Castrol GTX High Mileage 5W30 Bulk (2169CC),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,5/17/2021 11:00:00 AM
0001600R,GTXHIGHMIL5W30BK,Castrol GTX High Mileage 5W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0001600RBL,0001600RBL,GTX HM 5W30 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Active,False,11/1/2023 4:18:00 PM,10/23/2024 4:35:00 PM
0001605,GTXHIGHMIL5W30DR,Castrol GTX High Mileage 5W30 1X205 L (15CB9C),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,DRUM,5W30,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,5/29/2019 2:40:00 PM,5/7/2024 10:52:00 PM
0001606,GTXHIGHMIL5W30DR,OBSOLETE - Castrol GTX High Mileage 5W30 1X208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,DRUM,5W30,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,11/27/2019 9:22:00 AM
000161E,OBSGTXHIGHMIL5W30CA,OBSOLETE - Cas GTX H.M. 5W30 1x22.71L Man. Spout,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W30,CA,EHCPC,22.71,22.71,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001638,GTXHIGHMIL5W30CA,Castrol GTX High Mileage 5W30 6X1L (14FD23),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W30,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
000163A,GTXHIGHMIL5W30CA,Castrol GTX High Mileage 5W30 3X5L (14A642),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,9/27/2024 4:17:00 PM
0001689,OBSGTXHIGHMIL5W30CA,OBSOLETE - Castrol GTX High Mileage 5W30 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W30,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001700R,GTXHIGHMIL10W30BK,Castrol GTX High Mileage 10W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,BULK,10W30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0001706,OBSGTXHIGHMIL10W30DR,OBSOLETE - Castrol GTX High Mileage 10W30 1X208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,DRUM,,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
000171E,OBSGTXHIGHMIL10W30CA,OBSOLETE - Cas GTX H.M. 10W30 1x22.71L Man. Spout,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,10W30,CA,EHCPC,22.71,22.71,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001738,GTXHIGHMIL10W30CA,Castrol GTX High Mileage 10W30 6X1L (14A193),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,10W30,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
000173A,GTXHIGHMIL10W30CA,Castrol GTX High Mileage 10W30 3X5L (14A643),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,10W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,9/27/2024 4:17:00 PM
0001789,OBSOLETE,OBSOLETE - Castrol GTX High Mileage 10W30 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,10W30,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001800,GTXHIGHMIL5W20BK,Castrol GTX High Mileage 5W20 Bulk (2173A4),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Active,False,1/26/2015 5:19:00 PM,6/16/2026 10:32:00 AM
0001800R,GTXHIGHMIL5W20BK,Castrol GTX High Mileage 5W20 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Active,False,1/23/2015 2:48:00 PM,11/11/2022 11:00:00 AM
0001800RBL,0001800RBL,GTX HM 5W20 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,-1,,0,Bulk,Active,False,11/1/2023 4:27:00 PM,5/27/2025 4:13:00 PM
0001805,GTXHIGHMIL5W20DR,Castrol GTX High Mileage 5W20 1x205 L (15CB9B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,DRUM,5W20,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,5/29/2019 1:34:00 PM,5/7/2024 10:52:00 PM
0001806,GTXHIGHMIL5W20DR,OBSOLETE - Castrol GTX High Mileage 5W20 1x208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,DRUM,5W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,12/17/2019 9:52:00 AM
0001838,GTXHIGHMIL5W20CA,Castrol GTX High Mileage 5W20 6X1L (14F869),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W20,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
000183A,GTXHIGHMIL5W20CA,Castrol GTX High Mileage 5W20 3X5L (14F86B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0001889,OBSGTXHIGHMIL5W20CA,OBSOLETE - Castrol GTX High Mileage 5W20 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,HM,CAN,High Mileage Motor Oil,HighMileage,CASE,5W20,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0001900R,0001900R,Castrol GTX Classic 20W50 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,BULK,20W50,LT,EHCP,1,1,,1,Bulk,Active,False,3/28/2022 4:47:00 PM,6/24/2024 3:57:00 PM
0001938,GTX CLASSIC 20/50,Castrol GTX Classic 20W50 - 6X1L (15EE41),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,,Non Synthetic Motor Oil,GTX,CASE,20W50,CA,EHCPC,6,1,PACK,6,Package,Active,False,3/25/2022 3:44:00 PM,5/7/2024 10:52:00 PM
000193A,GTX CLASSIC 20/50,Castrol GTX Classic 20W50 - 3X5L (15EE40),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,,Non Synthetic Motor Oil,GTX,CASE,20W50,CA,EHCPC,15,5,PACK,3,Package,Active,False,3/25/2022 3:34:00 PM,9/27/2024 4:18:00 PM
000193AT,000193AT,Castrol GTX Classic 20W50 - 3X5L (99 Promo),LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,GTX,CASE,20W50,CA,EHCPC,15,5,PACK,3,Package,Active,False,5/22/2024 4:36:00 PM,9/27/2024 4:18:00 PM
