DimItem_ItemCode_,DimItem_BPItemCode_,DimItem_ItemDesc_,ItemCategory,ItemGroupCode,ItemGroupDesc,ProductFamilyCode,ProductFamilyDesc,ItemModelGroupCode,OrigCountryRegionId,ItemModelGroupDesc,Sub_Brand,PackagingGroupCode,Grade,UnitCode_Sales,TaxItemGroupCode_Sales,CaseVolume,ContainerVolume,PackSize,PackagingQty,Pkg_or_Bulk,ProductStatus,DimItem_IsPFLItem_,DimItem_CreatedDateTime_,DimItem_ModifiedDateTime_
LBL4401359A,LBL4401359A,"OBSOLETE, Label - Wakefield 10W30 FA-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:55:00 AM,5/17/2021 11:00:00 AM
LBL4401359B,LBL4401359B,"Label - Wakefield 10W30 FA-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/19/2019 5:56:00 PM,11/11/2022 11:00:00 AM
LBL4401372,LBL4401372,Label-Wakefield FA-4 10W30 1x984.2L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/6/2020 11:18:00 AM,2/6/2020 6:26:00 PM
LBL4401405A,LBL4401405A,"Label - Wakefield 0W40 CK-4, Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,7/17/2023 10:59:00 AM,7/27/2023 11:50:00 AM
LBL4401406A,,Label - Wakefield 0W40 CK-4 - Drum,,RM,Raw Material,WAKE,Wakefield,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,5/1/2023 8:41:00 PM,1/1/1900 12:00:00 AM
LBL440143AAB,LBL440143AAB,"Label (Back) - Wakefield 0W40 CK-4, 5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,5/2/2023 11:31:00 AM,5/29/2023 4:10:00 PM
LBL440143AAF,LBL440143AAF,"Label (Front)- Wakefield 0W40 CK-4, 5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,5/2/2023 11:27:00 AM,5/29/2023 4:10:00 PM
LBL4401459A,LBL4401459A,"Label Wakefield 0W40 CK-4, Pail",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,5/1/2023 4:50:00 PM,5/29/2023 4:10:00 PM
LBL4401472A,LBL4401472A,"Label - Wakefield 0W40 CK-4, Tote",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,5/1/2023 4:32:00 PM,5/29/2023 4:10:00 PM
LBL4401659A,LBL4401659A,OBSOLETE - Label - Wakefield Gear Oil 85W140,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/11/2016 10:29:00 AM,10/22/2018 12:07:00 PM
LBL4401705,LBL4401705,"OBSOLETE, Label Wakefield 15W40 CK-4 1X205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/25/2019 2:57:00 PM,5/17/2021 11:00:00 AM
LBL4401705B,LBL4401705B,"OBSOLETE, Label - Wakefield 15W-40 CK-4 SB 1x205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,12/20/2019 9:31:00 AM,11/11/2022 11:00:00 AM
LBL4401705C,LBL4401705C,"OBSOLETE, Label Wakefield 15W40 CK-4 1X205L (Interim)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,7/23/2020 11:51:00 AM,6/9/2021 4:30:00 AM
LBL4401705D,LBL4401705D,"USE-UP, Label - Wakefield 15W40 CK-4 SB, 1X205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/15/2023 3:26:00 PM,8/25/2023 1:19:00 PM
LBL4401705E,LBL4401705E,"LBL Wakefield 15W40 CK-4 SB, 1X205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 9:38:00 AM,8/25/2025 3:40:00 PM
LBL4401706A,LBL4401706A,"OBSOLETE, Label-Wakefield 15W40 CK-4 Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,7/6/2018 9:58:00 AM,6/1/2021 11:00:00 AM
LBL4401706B,LBL4401706B,OBSOLETE - Label-Wakefield 15W40 CK-4 Drum,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/7/2019 10:17:00 AM,6/7/2019 10:25:00 AM
LBL440173AAB,LBL440173AAB,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L(LBL440173A-A)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:44:00 AM,5/17/2021 11:00:00 AM
LBL440173AAF,LBL440173AAF,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L(440173A)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:44:00 AM,5/17/2021 11:00:00 AM
LBL440173ABB,LBL440173ABB,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/17/2019 4:37:00 PM,2/19/2020 11:00:00 AM
LBL440173ABF,LBL440173ABF,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/17/2019 4:25:00 PM,9/2/2020 1:55:00 PM
LBL440173ADB,LBL440173ADB,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/6/2020 5:46:00 PM,11/11/2022 11:00:00 AM
LBL440173ADF,LBL440173ADF,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L(440173A)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/6/2020 5:39:00 PM,11/11/2022 11:00:00 AM
LBL440173AEB,LBL440173AEB,"OBSOLETE, Label- WCI 15W40 CK-4, 3x5L(Interim)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,7/23/2020 10:55:00 AM,5/28/2021 11:00:00 AM
LBL440173AEF,,"Label (Front) - WCI 15W40 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,1/30/2023 4:56:00 PM,1/1/1900 12:00:00 AM
LBL440173AFB,LBL440173AFB,"OBSOLETE, Label (Back) - Wakefield 15W-40 Ck-4 SB 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,1/30/2023 12:01:00 PM,5/29/2023 4:10:00 PM
LBL440173AFF,LBL440173AFF,"OBSOLETE, Label (Front) - Wakefield 15W-40 Ck-4 SB 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/21/2023 4:52:00 PM,5/29/2023 4:10:00 PM
LBL440173AGB,LBL440173AGB,"USE-UP, Label (Back) - Wakefield 15W-40 CK-4 SB, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/15/2023 3:42:00 PM,8/25/2023 1:19:00 PM
LBL440173AGF,LBL440173AGF,"USE-UP, Label (Front) - Wakefield 15W-40 CK-4 SB, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/15/2023 3:39:00 PM,8/25/2023 1:19:00 PM
LBL440173AHB,LBL440173AHB,"Label (Back) - Wakefield 15W-40 CK-4 SB, 5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 9:43:00 AM,3/27/2026 9:23:00 AM
LBL440173AHF,LBL440173AHF,"Label (Front) - Wakefield 15W-40 CK-4 SB, 5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 9:46:00 AM,3/27/2026 9:23:00 AM
LBL4401759A,LBL4401759A,"OBSOLETE, Label - Wakefield 15W40 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:44:00 AM,5/17/2021 11:00:00 AM
LBL4401759B,LBL4401759B,"OBSOLETE, Label - Wakefield 15W40 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,6/5/2019 12:00:00 PM,5/17/2021 11:00:00 AM
LBL4401759C,LBL4401759C,"OBSOLETE, Label - Wakefield 15W40 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/6/2019 4:54:00 PM,5/17/2021 11:00:00 AM
LBL4401759D,LBL4401759D,"OBSOLETE, Label - Wakefield 15W-40 CK-4 SB 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/18/2019 11:20:00 AM,11/11/2022 11:00:00 AM
LBL4401759E,LBL4401759E,"OBSOLETE, Label - Wakefield 15W40 CK-4, 1x18.93L (Interim)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,7/23/2020 11:16:00 AM,5/17/2021 11:00:00 AM
LBL4401759F,LBL4401759F,"USE-UP, Label - Wakefield 15W40 CK-4 SB, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/15/2023 3:33:00 PM,8/25/2023 1:19:00 PM
LBL4401759G,LBL4401759G,"LBL Wakefield 15W40 CK-4 SB, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 9:32:00 AM,6/24/2025 4:47:00 PM
LBL4401772,LBL4401772,"OBSOLETE, Label - Wakefield 15W-40 CK-4 SB 1x984.2L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/6/2020 10:48:00 AM,11/11/2022 11:00:00 AM
LBL4401772A,LBL4401772A,"OBSOLETE, Label - Wakefield 15W-40 CK-4 SB, 1x984.2L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/22/2023 8:46:00 AM,8/25/2023 1:19:00 PM
LBL4401772B,LBL4401772B,"LBL Wakefield 15W-40 CK-4 SB, 1x984.2L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 9:41:00 AM,1/27/2026 10:55:00 AM
LBL4401805,LBL4401805,"OBSOLETE, Label Wakefield 10W30 CK-4 1X205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/25/2019 3:00:00 PM,5/17/2021 11:00:00 AM
LBL4401805B,LBLWCI10W30DRUM,"USE-UP, Label - Wakefield 10W-30 CK-4 SB 1x205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,1/7/2020 10:48:00 AM,11/11/2022 11:00:00 AM
LBL4401805C,LBL4401805C,LBL Wakefield 10W-30 CK-4 SB 1x205L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 2:21:00 PM,1/27/2026 10:55:00 AM
LBL4401806A,LBL4401806A,"OBSOLETE, Label - Wakefield 10W30 CK-4 Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,7/6/2018 11:40:00 AM,6/1/2021 11:00:00 AM
LBL4401806B,LBL4401806B,"OBSOLETE, Label - Wakefield 10W30 CK-4 Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/6/2019 5:03:00 PM,6/6/2019 5:05:00 PM
LBL4401806C,LBL4401806C,Label - Wakefield 10W30 CK-4 Drum,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/7/2019 9:15:00 AM,6/7/2019 9:42:00 AM
LBL440183AAB,LabelWCI10W30CK43x5L,"OBSOLETE, Label -WCI 10W30 CK-4, 3x5L(LBL440183AA on label)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:49:00 AM,5/17/2021 11:00:00 AM
LBL440183AAF,LBL440183AAF,"OBSOLETE, Label -WCI 10W30 CK-4, 3x5L(LBL440183AA on label)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:49:00 AM,5/17/2021 11:00:00 AM
LBL440183ACB,LBL440183ACB,"OBSOLETE, Label -WCI 10W30 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/17/2019 4:19:00 PM,2/19/2020 11:00:00 AM
LBL440183ACF,LBL440183ACF,"OBSOLETE, Label -WCI 10W30 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/17/2019 4:13:00 PM,2/19/2020 11:00:00 AM
LBL440183AEB,LBL440183AEB,"OBSOLETE, Label -WCI 10W30 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/6/2020 5:56:00 PM,1/30/2023 11:49:00 AM
LBL440183AEF,LBL440183AEF,"OBSOLETE, Label -WCI 10W30 CK-4, 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/6/2020 5:51:00 PM,11/11/2022 11:00:00 AM
LBL440183AFB,LBL440183AFB,"USE-UP, Label (Back) - Wakefield 10W-30 Ck-4 SB 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,1/30/2023 11:52:00 AM,5/29/2023 4:10:00 PM
LBL440183AFF,LBL440183AFF,"USE-UP, Label (Front) - Wakefield 10W-30 Ck-4 SB 3x5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,1/30/2023 11:48:00 AM,5/29/2023 4:10:00 PM
LBL440183AGB,LBL440183AGB,"Label (Back ) - Wakefield 10W-30 CK-4 SB, 5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 2:19:00 PM,7/25/2025 3:13:00 PM
LBL440183AGF,LBL440183AGF,"Label (Front) - Wakefield 10W-30 CK-4 SB, 5L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 2:14:00 PM,7/25/2025 3:13:00 PM
LBL4401859A,LBL4401859A,"Obsolete-Label - Wakefield 10W30 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,9/29/2016 10:49:00 AM,5/17/2021 11:00:00 AM
LBL4401859B,LBL4401859B,"OBSOLETE, Label - Wakefield 10W30 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,1,,1,Package,Active,False,11/23/2018 8:56:00 AM,5/17/2021 11:00:00 AM
LBL4401859C,LBL4401859C,"OBSOLETE, Label - Wakefield 10W30 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,6/5/2019 12:42:00 PM,8/29/2019 4:30:00 AM
LBL4401859D,LBL4401859D,"OBSOLETE, Label - Wakefield 10W30 CK-4, 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/6/2019 4:47:00 PM,5/17/2021 11:00:00 AM
LBL4401859E,LBL4401859E,"USE-UP, Label - Wakefield 10W-30 CK-4 SB 1x18.93L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/19/2019 5:48:00 PM,11/11/2022 11:00:00 AM
LBL4401859F,LBL4401859F,LBL Wakefield 10W-30 CK-4 SB 1x18.93L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/2/2025 2:24:00 PM,8/25/2025 3:40:00 PM
LBL4401872A,LBL4401872A,"LBL Wakefield Syn Blend 10W30, 1X984.2L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/29/2025 3:30:00 PM,5/27/2025 4:13:00 PM
LBL4402006,LBL4402006,OBSOLETE - Label-Wakefield UTF J20D DRUM,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/22/2018 5:23:00 PM,10/22/2018 12:07:00 PM
LBL4402059,LBL4402059,"USE-UP, Label-Wakefield UTF J20D Pail",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/22/2018 5:15:00 PM,5/17/2021 11:00:00 AM
LBL4402059A,LBL4402059A,Label-Wakefield UTF J20D Pail,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,12/3/2020 7:05:00 AM,11/11/2022 11:00:00 AM
LBL4402100,LBL4402100,OBSOLETE - Label-Wakefield 10W Transmission Oil Bulk,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/1/2020 3:46:00 PM,9/1/2020 3:53:00 PM
LBL4402105,LBL4402105,Label-Wakefield 10W Transmission Oil 1X205L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/1/2020 3:56:00 PM,11/11/2022 11:00:00 AM
LBL4402159,LBL4402159,LABELWakefield 10W Transmission Oil 1X18.93L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/1/2020 4:02:00 PM,11/11/2022 11:00:00 AM
LBL4402172,LBL4402172,Label-Wakefield 10W Transmission Oil 1X984L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,12/20/2021 2:29:00 PM,11/11/2022 11:00:00 AM
LBL4402205,LBL4402205,LABEL-Wakefield 30 Transmission Oil 1X205L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/1/2020 4:08:00 PM,11/11/2022 11:00:00 AM
LBL4402259,LBL4402259,Label-Wakefield 30 Transmission Oil 1X18.93L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,9/1/2020 4:11:00 PM,11/11/2022 11:00:00 AM
LBL4402272,LBL4402272,Label-Wakefield 30 Power Shift Transmission Oil 1X984L,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,2/3/2022 9:01:00 AM,11/11/2022 11:00:00 AM
LBL4402405,LBL4402405,"OBSOLETE, Label Wakefield Gear Oil 75W90, 1x205L",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/25/2019 3:02:00 PM,11/11/2022 11:00:00 AM
LBL4402406A,LBL4402406A,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,7/6/2018 1:43:00 PM,6/1/2021 11:00:00 AM
LBL4402406B,LBL4402406B,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/7/2019 11:28:00 AM,6/7/2019 11:30:00 AM
LBL4402411A,LBL4402411A,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Keg",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,12/8/2016 2:50:00 PM,5/17/2021 11:00:00 AM
LBL4402411B,LBL4402411B,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Keg",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/6/2019 4:33:00 PM,11/11/2022 11:00:00 AM
LBL4402459A,LBL4402459A,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Pail",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/11/2016 10:29:00 AM,5/17/2021 11:00:00 AM
LBL4402459B,LBL4402459B,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Pail",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/20/2018 10:33:00 AM,10/22/2018 12:07:00 PM
LBL4402459C,LBL4402459C,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Pail",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/5/2019 1:19:00 PM,11/11/2022 11:00:00 AM
LBL4402472A,LBL4402472A,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Tote",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,12/8/2016 2:50:00 PM,5/17/2021 11:00:00 AM
LBL4402472B,LBL4402472B,"OBSOLETE, Label - Wakefield Gear Oil 75W90 Tote",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,0,-1,,0,Package,Active,False,6/7/2019 11:08:00 AM,11/11/2022 11:00:00 AM
LBL4402559A,LBL4402559A,OBSOLETE - Label - Wakefield Gear Oil SAE 50,,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,8/11/2016 10:30:00 AM,11/1/2021 11:00:00 AM
LBL4402605A,LBL4402605A,"LBL Wakefield Gear Oil SAE50 GL-5 LS, Drum",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,11/5/2024 11:11:00 AM,11/26/2024 9:24:00 AM
LBL4402611A,LBL4402611A,"OBSOLETE, Label-Wakefield Gear Oil SAE50 Keg",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,7/6/2018 2:40:00 PM,5/17/2021 11:00:00 AM
LBL4402611B,LBL4402611B,"USE-UP, Label-Wakefield Gear Oil SAE50 Keg",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,6/6/2019 4:56:00 PM,11/5/2024 11:14:00 AM
LBL4402611C,LBL4402611C,"LBL Wakefield Gear Oil SAE50 GL-5 LS, Keg",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,5/10/2024 2:20:00 PM,5/28/2024 4:43:00 PM
LBL4402659A,LBL4402659A,"OBSOLETE, Label-Wakefield Synthetic SAE 50 Gear Oil, 1x18.93",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,CAN,Packaging material,,LABEL,,EA,ALLTAX,1,-1,,0,Package,Active,False,3/31/2017 11:43:00 AM,5/17/2021 11:00:00 AM
